tweet_count,city,body,date,hashtags,link,geo,tokenized,cleaned,predicted,pos,neg,neu,compound,sentiment
37,New York,Uber eats ,2020-07-14 14:17:31+00:00,,https://twitter.com/Credz14/status/1283042950251974656,,"['Uber', 'eats']","['uber', 'eats']",Negative,0.0,0.0,1.0,0.0,Positive
38,New York,All I want is to order breakfast from this one spot and Uber eats keeps saying there’s no couriers nearby 🥴,2020-07-14 14:08:18+00:00,,https://twitter.com/_sashafaith/status/1283040627727511553,,"['All', 'I', 'want', 'is', 'to', 'order', 'breakfast', 'from', 'this', 'one', 'spot', 'and', 'Uber', 'eats', 'keeps', 'saying', 'there', '’', 's', 'no', 'couriers', 'nearby', '🥴']","['want', 'order', 'breakfast', 'one', 'spot', 'uber', 'eats', 'keep', 'say', '’', 'courier', 'nearby', '🥴']",Negative,0.085,0.0,0.915,0.0772,Positive
39,New York,Had a blast talking to @EntreCourier about the business side of #UberEats and his adventures on the road in the #Denver area!,2020-07-14 14:00:10+00:00,#UberEats #Denver,https://twitter.com/MikeDeliversPod/status/1283038584329691137,,"['Had', 'a', 'blast', 'talking', 'to', '@', 'EntreCourier', 'about', 'the', 'business', 'side', 'of', '#', 'UberEats', 'and', 'his', 'adventures', 'on', 'the', 'road', 'in', 'the', '#', 'Denver', 'area', '!']","['blast', 'talk', 'entrecourier', 'business', 'side', 'ubereats', 'adventure', 'road', 'denver', 'area']",Negative,0.204,0.0,0.796,0.3182,Positive
40,New York,"CHEESY GOODNESS 🔥Open TODAY on Sussex and Hudson from 11:30-3PM! PICK-UP ☎️(551)206-2060 and DELIVERY via Grubhub, UberEats and Seamless #cheesy #cheesesteak #deliciousness #sandwiches #lunchtime #paulushook… https://www.instagram.com/p/CCn_sadDfm_/?igshid=1q6gro5myw5qj",2020-07-14 13:55:15+00:00,#cheesy #cheesesteak #deliciousness #sandwiches #lunchtime #paulushook,https://twitter.com/noforksgivennj/status/1283037347496562689,,"['CHEESY', 'GOODNESS', '🔥Open', 'TODAY', 'on', 'Sussex', 'and', 'Hudson', 'from', '11:30-3PM', '!', 'PICK-UP', '☎️', '(', '551', ')', '206-2060', 'and', 'DELIVERY', 'via', 'Grubhub', ',', 'UberEats', 'and', 'Seamless', '#', 'cheesy', '#', 'cheesesteak', '#', 'deliciousness', '#', 'sandwiches', '#', 'lunchtime', '#', 'paulushook…', 'https', ':', '//www.instagram.com/p/CCn_sadDfm_/', '?', 'igshid=1q6gro5myw5qj']","['cheesy', 'goodness', '🔥open', 'today', 'sussex', 'hudson', '11:30-3pm', 'pick-up', '☎️', '551', '206-2060', 'delivery', 'via', 'grubhub', 'ubereats', 'seamless', 'cheesy', 'cheesesteak', 'deliciousness', 'sandwich', 'lunchtime', 'paulushook…', 'http', '//www.instagram.com/p/ccn_saddfm_/', 'igshid=1q6gro5myw5qj']",Positive,0.188,0.0,0.812,0.7003,Positive
41,New York,Craving Dunkin Donut and Uber Eats I’m the way 🧡🧡,2020-07-14 13:41:42+00:00,,https://twitter.com/DeopatraStokes/status/1283033936403345409,,"['Craving', 'Dunkin', 'Donut', 'and', 'Uber', 'Eats', 'I', '’', 'm', 'the', 'way', '🧡🧡']","['craving', 'dunkin', 'donut', 'uber', 'eats', '’', 'way', '🧡🧡']",Negative,0.457,0.0,0.543,0.8555,Positive
42,New York,.@Uber will introduce grocery delivery in the U.S. this month through its main app and @UberEats ,2020-07-14 13:40:41+00:00,,https://twitter.com/Brixmor/status/1283033678227152904,,"['.', '@', 'Uber', 'will', 'introduce', 'grocery', 'delivery', 'in', 'the', 'U.S.', 'this', 'month', 'through', 'its', 'main', 'app', 'and', '@', 'UberEats']","['uber', 'introduce', 'grocery', 'delivery', 'u.s.', 'month', 'main', 'app', 'ubereats']",Negative,0.0,0.0,1.0,0.0,Positive
44,New York,My favorite find from the 2020 @UberEats Cravings Report is a reminder that not all heroes wear capes. 🦸🏽💚 #EatLocal https://www.uber.com/newsroom/2020-uber-eats-cravings-report/,2020-07-14 13:17:05+00:00,#EatLocal,https://twitter.com/Meg_Casserly/status/1283027740858503168,,"['My', 'favorite', 'find', 'from', 'the', '2020', '@', 'UberEats', 'Cravings', 'Report', 'is', 'a', 'reminder', 'that', 'not', 'all', 'heroes', 'wear', 'capes', '.', '🦸🏽💚', '#', 'EatLocal', 'https', ':', '//www.uber.com/newsroom/2020-uber-eats-cravings-report/']","['favorite', 'find', '2020', 'ubereats', 'cravings', 'report', 'reminder', 'hero', 'wear', 'cape', '🦸🏽💚', 'eatlocal', 'http', '//www.uber.com/newsroom/2020-uber-eats-cravings-report/']",Positive,0.388,0.0,0.612,0.8957,Positive
45,New York,"TUESDAY LUNCH! 🥖🥖 Disos 2: 51st, and Park ave corner, Call orders: 347-409-3116 Manhattan deliveries: Seamless, Grubhub, Uber Eats",2020-07-14 13:16:33+00:00,,https://twitter.com/DiSOSNYC/status/1283027604967235585,,"['TUESDAY', 'LUNCH', '!', '🥖🥖', 'Disos', '2', ':', '51st', ',', 'and', 'Park', 'ave', 'corner', ',', 'Call', 'orders', ':', '347-409-3116', 'Manhattan', 'deliveries', ':', 'Seamless', ',', 'Grubhub', ',', 'Uber', 'Eats']","['tuesday', 'lunch', '🥖🥖', 'disos', '2', '51st', 'park', 'ave', 'corner', 'call', 'order', '347-409-3116', 'manhattan', 'delivery', 'seamless', 'grubhub', 'uber', 'eats']",Positive,0.0,0.0,1.0,0.0,Positive
46,New York,Good morning bitch @UberEats you will never ever be on the same level as DoorDash !!,2020-07-14 12:55:43+00:00,,https://twitter.com/zazazinkkaa/status/1283022365266501634,,"['Good', 'morning', 'bitch', '@', 'UberEats', 'you', 'will', 'never', 'ever', 'be', 'on', 'the', 'same', 'level', 'as', 'DoorDash', '!', '!']","['good', 'morning', 'bitch', 'ubereats', 'never', 'ever', 'level', 'doordash']",Negative,0.228,0.299,0.472,-0.2263,Negative
47,New York,"Idea: a MLM governance token intended to motivate people in the real world to get more people in the real world to do some action that brings value to the token: idea, decentralized Uber Eats: the advantage centralized solutions have is primarily marketing...",2020-07-14 12:27:18+00:00,,https://twitter.com/DennisonBertram/status/1283015210341629952,,"['Idea', ':', 'a', 'MLM', 'governance', 'token', 'intended', 'to', 'motivate', 'people', 'in', 'the', 'real', 'world', 'to', 'get', 'more', 'people', 'in', 'the', 'real', 'world', 'to', 'do', 'some', 'action', 'that', 'brings', 'value', 'to', 'the', 'token', ':', 'idea', ',', 'decentralized', 'Uber', 'Eats', ':', 'the', 'advantage', 'centralized', 'solutions', 'have', 'is', 'primarily', 'marketing', '...']","['idea', 'mlm', 'governance', 'token', 'intend', 'motivate', 'people', 'real', 'world', 'get', 'people', 'real', 'world', 'action', 'bring', 'value', 'token', 'idea', 'decentralize', 'uber', 'eats', 'advantage', 'centralize', 'solution', 'primarily', 'marketing', '...']",Negative,0.282,0.071,0.647,0.7334,Positive
48,New York,So last night someone ordered @redlobster from the W. 125th location in Harlem via @UberEats... didn’t have customer’s name or phone number.,2020-07-14 11:57:58+00:00,,https://twitter.com/Dame_Kelz/status/1283007831126478854,,"['So', 'last', 'night', 'someone', 'ordered', '@', 'redlobster', 'from', 'the', 'W.', '125th', 'location', 'in', 'Harlem', 'via', '@', 'UberEats', '...', 'didn', '’', 't', 'have', 'customer', '’', 's', 'name', 'or', 'phone', 'number', '.']","['last', 'night', 'someone', 'order', 'redlobster', 'w.', '125th', 'location', 'harlem', 'via', 'ubereats', '...', '’', 'customer', '’', 'name', 'phone', 'number']",Negative,0.071,0.0,0.929,0.0772,Positive
49,New York,"@UberFacts @Uber @Uber_Support @UberSoc @UberEats You see, Uber not only delivers: they also SAVE! Great save, guys! They also listen to gripes and suggested fixes, AND THEN FIX! Great job, guys!",2020-07-14 10:57:53+00:00,,https://twitter.com/comnin1/status/1282992709033234438,,"['@', 'UberFacts', '@', 'Uber', '@', 'Uber_Support', '@', 'UberSoc', '@', 'UberEats', 'You', 'see', ',', 'Uber', 'not', 'only', 'delivers', ':', 'they', 'also', 'SAVE', '!', 'Great', 'save', ',', 'guys', '!', 'They', 'also', 'listen', 'to', 'gripes', 'and', 'suggested', 'fixes', ',', 'AND', 'THEN', 'FIX', '!', 'Great', 'job', ',', 'guys', '!']","['uberfacts', 'uber', 'uber_support', 'ubersoc', 'ubereats', 'see', 'uber', 'delivers', 'also', 'save', 'great', 'save', 'guy', 'also', 'listen', 'gripe', 'suggest', 'fix', 'fix', 'great', 'job', 'guy']",Positive,0.452,0.0,0.548,0.9419,Positive
50,New York,You know how Uber lets you schedule a ride? I wish Uber eats would let you schedule a delivery,2020-07-14 08:06:09+00:00,,https://twitter.com/larebelle__/status/1282949490304004103,,"['You', 'know', 'how', 'Uber', 'lets', 'you', 'schedule', 'a', 'ride', '?', 'I', 'wish', 'Uber', 'eats', 'would', 'let', 'you', 'schedule', 'a', 'delivery']","['know', 'uber', 'let', 'schedule', 'ride', 'wish', 'uber', 'eats', 'would', 'let', 'schedule', 'delivery']",Negative,0.197,0.0,0.803,0.4019,Positive
51,New York,#summerday #monday #ubereats 通常運転😗 How many 🍔 patty can you make out of this grounded beef… https://www.instagram.com/p/CCnP0S7jBVV/?igshid=ac7sdiww5llc,2020-07-14 06:56:54+00:00,#summerday #monday #ubereats,https://twitter.com/tkn921/status/1282932062471827456,,"['#', 'summerday', '#', 'monday', '#', 'ubereats', '通常運転😗', 'How', 'many', '🍔', 'patty', 'can', 'you', 'make', 'out', 'of', 'this', 'grounded', 'beef…', 'https', ':', '//www.instagram.com/p/CCnP0S7jBVV/', '?', 'igshid=ac7sdiww5llc']","['summerday', 'monday', 'ubereats', '通常運転😗', 'many', '🍔', 'patty', 'make', 'grounded', 'beef…', 'http', '//www.instagram.com/p/ccnp0s7jbvv/', 'igshid=ac7sdiww5llc']",Positive,0.198,0.0,0.802,0.5719,Positive
52,New York,The whole ubereats thing is suspicious,2020-07-14 05:34:54+00:00,,https://twitter.com/rvp719/status/1282911426336755715,,"['The', 'whole', 'ubereats', 'thing', 'is', 'suspicious']","['whole', 'ubereats', 'thing', 'suspicious']",Negative,0.0,0.455,0.545,-0.3612,Negative
53,New York,Uber eats be playing with me bro. I just wanted some nuggets,2020-07-14 05:25:59+00:00,,https://twitter.com/majintsuu/status/1282909186062536705,,"['Uber', 'eats', 'be', 'playing', 'with', 'me', 'bro', '.', 'I', 'just', 'wanted', 'some', 'nuggets']","['uber', 'eats', 'play', 'bro', 'want', 'nugget']",Negative,0.499,0.0,0.501,0.4549,Positive
54,New York,next we have my this iconic weekend when we ordered uber eats from 5 different places. ,2020-07-14 04:45:09+00:00,,https://twitter.com/sweetenerbrii/status/1282898907220123649,,"['next', 'we', 'have', 'my', 'this', 'iconic', 'weekend', 'when', 'we', 'ordered', 'uber', 'eats', 'from', '5', 'different', 'places', '.']","['next', 'iconic', 'weekend', 'order', 'uber', 'eats', '5', 'different', 'place']",Positive,0.0,0.0,1.0,0.0,Positive
55,New York,"Nobody's coming to your winnebago...we've got a whole federal agency for that. So relax, your spittoon and squirrel tail collection is safe. The debt is going to be paid long before your Uber eats check hits your account.",2020-07-14 04:36:54+00:00,,https://twitter.com/KWashingtonBX/status/1282896834021797889,,"['Nobody', ""'s"", 'coming', 'to', 'your', 'winnebago', '...', 'we', ""'ve"", 'got', 'a', 'whole', 'federal', 'agency', 'for', 'that', '.', 'So', 'relax', ',', 'your', 'spittoon', 'and', 'squirrel', 'tail', 'collection', 'is', 'safe', '.', 'The', 'debt', 'is', 'going', 'to', 'be', 'paid', 'long', 'before', 'your', 'Uber', 'eats', 'check', 'hits', 'your', 'account', '.']","['nobody', ""'s"", 'come', 'winnebago', '...', ""'ve"", 'get', 'whole', 'federal', 'agency', 'relax', 'spittoon', 'squirrel', 'tail', 'collection', 'safe', 'debt', 'go', 'pay', 'long', 'uber', 'eats', 'check', 'hit', 'account']",Positive,0.189,0.127,0.684,0.4404,Positive
56,New York,Never used Door Dash or Uber Eats... Don't trust em!!!,2020-07-14 03:23:14+00:00,,https://twitter.com/JoeArmstrong718/status/1282878291867820032,,"['Never', 'used', 'Door', 'Dash', 'or', 'Uber', 'Eats', '...', 'Do', ""n't"", 'trust', 'em', '!', '!', '!']","['never', 'use', 'door', 'dash', 'uber', 'eats', '...', ""n't"", 'trust', 'em']",Negative,0.0,0.231,0.769,-0.4023,Negative
57,New York,"Postmates,Ubereats,Caviar,DoorDash 😢 ",2020-07-14 03:19:35+00:00,,https://twitter.com/SuperDuperJZA/status/1282877375097839616,,"['Postmates', ',', 'Ubereats', ',', 'Caviar', ',', 'DoorDash', '😢']","['postmates', 'ubereats', 'caviar', 'doordash', '😢']",Negative,0.0,0.341,0.659,-0.4767,Negative
58,New York,uber eats needs to make a function right before you order that they ask u about 3 times if you’re sure because 9 times outta 10 i don’t need that shit 😭,2020-07-14 03:12:37+00:00,,https://twitter.com/naomirose__/status/1282875620779855873,,"['uber', 'eats', 'needs', 'to', 'make', 'a', 'function', 'right', 'before', 'you', 'order', 'that', 'they', 'ask', 'u', 'about', '3', 'times', 'if', 'you', '’', 're', 'sure', 'because', '9', 'times', 'outta', '10', 'i', 'don', '’', 't', 'need', 'that', 'shit', '😭']","['uber', 'eats', 'need', 'make', 'function', 'right', 'order', 'ask', 'u', '3', 'time', '’', 'sure', '9', 'time', 'outta', '10', '’', 'need', 'shit', '😭']",Negative,0.077,0.223,0.7,-0.6597,Negative
59,New York,Not proud of the uber eats order i just placed butttt 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️,2020-07-14 02:57:50+00:00,,https://twitter.com/amanda_ivette/status/1282871902877429760,,"['Not', 'proud', 'of', 'the', 'uber', 'eats', 'order', 'i', 'just', 'placed', 'butttt', '🤷🏻\u200d♀️🤷🏻\u200d♀️🤷🏻\u200d♀️🤷🏻\u200d♀️🤷🏻\u200d♀️']","['proud', 'uber', 'eats', 'order', 'place', 'butttt', '🤷🏻\u200d♀️🤷🏻\u200d♀️🤷🏻\u200d♀️🤷🏻\u200d♀️🤷🏻\u200d♀️']",Positive,0.07,0.0,0.93,0.4767,Positive
60,New York,Someone needa beat my ass for da amount i be spending on ubereats,2020-07-14 02:53:34+00:00,,https://twitter.com/90zTai/status/1282870828661649414,,"['Someone', 'needa', 'beat', 'my', 'ass', 'for', 'da', 'amount', 'i', 'be', 'spending', 'on', 'ubereats']","['someone', 'needa', 'beat', 'da', 'amount', 'spend', 'ubereats']",Negative,0.0,0.0,1.0,0.0,Positive
61,New York,You know what hurts more than a heart break? When you place an order on ubereats and you get a notification thinking that it’s on its way and it’s them letting you know that the order has been cancelled.,2020-07-14 02:52:36+00:00,,https://twitter.com/LuixHrdz/status/1282870584230191107,,"['You', 'know', 'what', 'hurts', 'more', 'than', 'a', 'heart', 'break', '?', 'When', 'you', 'place', 'an', 'order', 'on', 'ubereats', 'and', 'you', 'get', 'a', 'notification', 'thinking', 'that', 'it', '’', 's', 'on', 'its', 'way', 'and', 'it', '’', 's', 'them', 'letting', 'you', 'know', 'that', 'the', 'order', 'has', 'been', 'cancelled', '.']","['know', 'hurt', 'heart', 'break', 'place', 'order', 'ubereats', 'get', 'notification', 'thinking', '’', 'way', '’', 'let', 'know', 'order', 'cancel']",Negative,0.178,0.229,0.593,-0.0516,Negative
62,New York,I need some good eats but uber eats is trash,2020-07-14 02:33:23+00:00,,https://twitter.com/imsofetchhhhh/status/1282865747610537986,,"['I', 'need', 'some', 'good', 'eats', 'but', 'uber', 'eats', 'is', 'trash']","['need', 'good', 'eats', 'uber', 'eats', 'trash']",Negative,0.367,0.0,0.633,0.4404,Positive
63,New York,"When he uber eats pop tarts and bagel bites after we took edibles, bought Love Simon and then cried",2020-07-14 02:07:27+00:00,,https://twitter.com/J_William90/status/1282859220547796994,,"['When', 'he', 'uber', 'eats', 'pop', 'tarts', 'and', 'bagel', 'bites', 'after', 'we', 'took', 'edibles', ',', 'bought', 'Love', 'Simon', 'and', 'then', 'cried']","['uber', 'eats', 'pop', 'tart', 'bagel', 'bite', 'take', 'edible', 'buy', 'love', 'simon', 'cry']",Negative,0.243,0.179,0.578,0.2732,Positive
64,New York,The past two times I ordered from UberEats the food has been trash. Like why isn’t my food the same quality as someone who comes in person. I am so upset. It’s a sign I just need to cook my own shit,2020-07-14 01:28:08+00:00,,https://twitter.com/TheMilkHoney/status/1282849325622714372,,"['The', 'past', 'two', 'times', 'I', 'ordered', 'from', 'UberEats', 'the', 'food', 'has', 'been', 'trash', '.', 'Like', 'why', 'isn', '’', 't', 'my', 'food', 'the', 'same', 'quality', 'as', 'someone', 'who', 'comes', 'in', 'person', '.', 'I', 'am', 'so', 'upset', '.', 'It', '’', 's', 'a', 'sign', 'I', 'just', 'need', 'to', 'cook', 'my', 'own', 'shit']","['past', 'two', 'time', 'order', 'ubereats', 'food', 'trash', 'like', '’', 'food', 'quality', 'someone', 'come', 'person', 'upset', '’', 'sign', 'need', 'cook', 'shit']",Positive,0.097,0.241,0.661,-0.5719,Negative
65,New York,@UberEats driver has been sitting in the same spot for half an hour. Won’t respond to my messages and you wont show your customer service number so how am I going to get my order.,2020-07-14 00:46:43+00:00,,https://twitter.com/BucksyDaDon/status/1282838905398743043,,"['@', 'UberEats', 'driver', 'has', 'been', 'sitting', 'in', 'the', 'same', 'spot', 'for', 'half', 'an', 'hour', '.', 'Won', '’', 't', 'respond', 'to', 'my', 'messages', 'and', 'you', 'wont', 'show', 'your', 'customer', 'service', 'number', 'so', 'how', 'am', 'I', 'going', 'to', 'get', 'my', 'order', '.']","['ubereats', 'driver', 'sit', 'spot', 'half', 'hour', '’', 'respond', 'message', 'wont', 'show', 'customer', 'service', 'number', 'go', 'get', 'order']",Negative,0.075,0.0,0.925,0.0772,Positive
66,New York,@Uber @Uber_Support @UberEats hiding your customer service number so customers can’t contact you is the worst business policy EVER. How can you call yourself a model business.,2020-07-14 00:46:43+00:00,,https://twitter.com/BucksyDaDon/status/1282838903486119936,,"['@', 'Uber', '@', 'Uber_Support', '@', 'UberEats', 'hiding', 'your', 'customer', 'service', 'number', 'so', 'customers', 'can', '’', 't', 'contact', 'you', 'is', 'the', 'worst', 'business', 'policy', 'EVER', '.', 'How', 'can', 'you', 'call', 'yourself', 'a', 'model', 'business', '.']","['uber', 'uber_support', 'ubereats', 'hide', 'customer', 'service', 'number', 'customer', '’', 'contact', 'bad', 'business', 'policy', 'ever', 'call', 'model', 'business']",Negative,0.063,0.263,0.674,-0.6326,Negative
67,New York,i just paid $2.50 for a canned soda. ubereats count ur fckin days.,2020-07-14 00:46:12+00:00,,https://twitter.com/missessmalcolm/status/1282838775501074433,,"['i', 'just', 'paid', '$', '2.50', 'for', 'a', 'canned', 'soda', '.', 'ubereats', 'count', 'ur', 'fckin', 'days', '.']","['pay', '2.50', 'canned', 'soda', 'ubereats', 'count', 'ur', 'fckin', 'day']",Positive,0.0,0.149,0.851,-0.1027,Negative
68,New York,🥺 I hope you feel better soon. Let me know if there's anything you crave and I will have it Uber eats'd to you.,2020-07-14 00:26:53+00:00,,https://twitter.com/Jamix012/status/1282833913979768833,,"['🥺', 'I', 'hope', 'you', 'feel', 'better', 'soon', '.', 'Let', 'me', 'know', 'if', 'there', ""'s"", 'anything', 'you', 'crave', 'and', 'I', 'will', 'have', 'it', 'Uber', 'eats', ""'d"", 'to', 'you', '.']","['🥺', 'hope', 'feel', 'good', 'soon', 'let', 'know', ""'s"", 'anything', 'crave', 'uber', 'eat', ""'d""]",Negative,0.309,0.0,0.691,0.7003,Positive
