tweet_count,city,body,date,hashtags,link,geo,tokenized,lematized,tweets_str,cleaned
24,New York,Hungry? Get $5 off your first Uber Eats order of $15 or more. Terms apply. Use my code at checkout: eats-robertw598 http://ubr.to/EatsGiveGet,2020-07-14 18:51:59+00:00,,https://twitter.com/drrobertm/status/1283112022641704961,,"['Hungry', '?', 'Get', '$', '5', 'off', 'your', 'first', 'Uber', 'Eats', 'order', 'of', '$', '15', 'or', 'more', '.', 'Terms', 'apply', '.', 'Use', 'my', 'code', 'at', 'checkout', ':', 'eats-robertw598', 'http', ':', '//ubr.to/EatsGiveGet']","['Hungry', '?', 'Get', '$', '5', 'off', 'your', 'first', 'Uber', 'Eats', 'order', 'of', '$', '15', 'or', 'more', '.', 'Terms', 'apply', '.', 'Use', 'my', 'code', 'at', 'checkout', ':', 'eats-robertw598', 'http', ':', '//ubr.to/EatsGiveGet']","Hungry,?,Get,$,5,off,your,first,Uber,Eats,order,of,$,15,or,more,.,Terms,apply,.,Use,my,code,at,checkout,:,eats-robertw598,http,:,//ubr.to/EatsGiveGet","Hungry,?,Get,$,5,,,first,Uber,Eats,order,,$,15,,,.,Terms,apply,.,Use,,code,,checkout,:,eats-robertw598,http,:,//ubr./EatsGiveGet"
25,New York,WHAT?! Lmfao this tweet shows no shame or even negativity. U came up w/ that yourself. Lemme break the joke down like a bar. Imagine u see your favorite celebrity doing uber eats. You’ll be excited and shocked Understood the joke now ?,2020-07-14 18:48:14+00:00,,https://twitter.com/JazTheRapper/status/1283111078642278406,,"['WHAT', '?', '!', 'Lmfao', 'this', 'tweet', 'shows', 'no', 'shame', 'or', 'even', 'negativity', '.', 'U', 'came', 'up', 'w/', 'that', 'yourself', '.', 'Lem', 'me', 'break', 'the', 'joke', 'down', 'like', 'a', 'bar', '.', 'Imagine', 'u', 'see', 'your', 'favorite', 'celebrity', 'doing', 'uber', 'eats', '.', 'You', '’', 'll', 'be', 'excited', 'and', 'shocked', 'Understood', 'the', 'joke', 'now', '?']","['WHAT', '?', '!', 'Lmfao', 'this', 'tweet', 'show', 'no', 'shame', 'or', 'even', 'negativity', '.', 'U', 'come', 'up', 'w/', 'that', 'yourself', '.', 'Lem', 'me', 'break', 'the', 'joke', 'down', 'like', 'a', 'bar', '.', 'Imagine', 'u', 'see', 'your', 'favorite', 'celebrity', 'do', 'uber', 'eats', '.', 'You', '’', 'll', 'be', 'excite', 'and', 'shock', 'Understood', 'the', 'joke', 'now', '?']","WHAT,?,!,Lmfao,this,tweet,show,no,shame,or,even,negativity,.,U,come,up,w/,that,yourself,.,Lem,me,break,the,joke,down,like,a,bar,.,Imagine,u,see,your,favorite,celebrity,do,uber,eats,.,You,’,ll,be,excite,and,shock,Understood,the,joke,now,?","WHAT,?,!,Lmfao,,tweet,show,,shame,,even,negativity,.,U,come,,w/,,,.,Lem,,break,,joke,,like,,bar,.,Imagine,u,see,,favorite,celebrity,,uber,eats,.,You,’,,,excite,,shock,Understood,,joke,,?"
26,New York,"The food shows up late one time and it's ""Uber Eats is a horrible business"" from my dad lmao",2020-07-14 18:46:55+00:00,,https://twitter.com/petesbydre/status/1283110743978778624,,"['The', 'food', 'shows', 'up', 'late', 'one', 'time', 'and', 'it', ""'s"", '``', 'Uber', 'Eats', 'is', 'a', 'horrible', 'business', ""''"", 'from', 'my', 'dad', 'lmao']","['The', 'food', 'show', 'up', 'late', 'one', 'time', 'and', 'it', ""'s"", '``', 'Uber', 'Eats', 'be', 'a', 'horrible', 'business', ""''"", 'from', 'my', 'dad', 'lmao']","The,food,show,up,late,one,time,and,it,'s,``,Uber,Eats,be,a,horrible,business,'',from,my,dad,lmao","The,food,show,,late,one,time,,,',``,Uber,Eats,,,horrible,business,'',,,dad,lmao"
27,New York,"@kfc hey just want to give a compliment to the staff at 2160 Flatbush Avenue in Brooklyn, NY. I do uber eats and seamless - they are always extra helpful and nice and even greet by first name. Once they even helped me bring big order (20 meals) to my car. :)",2020-07-14 18:41:06+00:00,,https://twitter.com/waterblocknyc/status/1283109281378729984,,"['@', 'kfc', 'hey', 'just', 'want', 'to', 'give', 'a', 'compliment', 'to', 'the', 'staff', 'at', '2160', 'Flatbush', 'Avenue', 'in', 'Brooklyn', ',', 'NY', '.', 'I', 'do', 'uber', 'eats', 'and', 'seamless', '-', 'they', 'are', 'always', 'extra', 'helpful', 'and', 'nice', 'and', 'even', 'greet', 'by', 'first', 'name', '.', 'Once', 'they', 'even', 'helped', 'me', 'bring', 'big', 'order', '(', '20', 'meals', ')', 'to', 'my', 'car', '.', ':', ')']","['@', 'kfc', 'hey', 'just', 'want', 'to', 'give', 'a', 'compliment', 'to', 'the', 'staff', 'at', '2160', 'Flatbush', 'Avenue', 'in', 'Brooklyn', ',', 'NY', '.', 'I', 'do', 'uber', 'eats', 'and', 'seamless', '-', 'they', 'be', 'always', 'extra', 'helpful', 'and', 'nice', 'and', 'even', 'greet', 'by', 'first', 'name', '.', 'Once', 'they', 'even', 'help', 'me', 'bring', 'big', 'order', '(', '20', 'meal', ')', 'to', 'my', 'car', '.', ':', ')']","@,kfc,hey,just,want,to,give,a,compliment,to,the,staff,at,2160,Flatbush,Avenue,in,Brooklyn,,,NY,.,I,do,uber,eats,and,seamless,-,they,be,always,extra,helpful,and,nice,and,even,greet,by,first,name,.,Once,they,even,help,me,bring,big,order,(,20,meal,),to,my,car,.,:,)","@,kfc,hey,,want,,give,,compliment,,,staff,,2160,Flatbush,Avenue,,Brooklyn,,,NY,.,I,,uber,eats,,seamless,-,,,always,extra,helpful,,nice,,even,greet,,first,name,.,Once,,even,help,,bring,big,order,(,20,meal,),,,car,.,:,)"
28,New York,Seriously big shout out to @UberEats customer service ⭐️⭐️⭐️⭐️⭐️,2020-07-14 18:03:20+00:00,,https://twitter.com/Fifiishmael/status/1283099775768961025,,"['Seriously', 'big', 'shout', 'out', 'to', '@', 'UberEats', 'customer', 'service', '⭐️⭐️⭐️⭐️⭐️']","['Seriously', 'big', 'shout', 'out', 'to', '@', 'UberEats', 'customer', 'service', '⭐️⭐️⭐️⭐️⭐️']","Seriously,big,shout,out,to,@,UberEats,customer,service,⭐️⭐️⭐️⭐️⭐️","Seriously,big,shout,,,@,UberEats,customer,service,⭐️⭐️⭐️⭐️⭐️"
29,New York,@SamanthaLaynnie blue berry donut for me ! 😋,2020-07-14 17:12:41+00:00,,https://twitter.com/ashleymarieecam/status/1283087032819093508,,"['@', 'SamanthaLaynnie', 'blue', 'berry', 'donut', 'for', 'me', '!', '😋']","['@', 'SamanthaLaynnie', 'blue', 'berry', 'donut', 'for', 'me', '!', '😋']","@,SamanthaLaynnie,blue,berry,donut,for,me,!,😋","@,SamanthaLaynnie,blue,berry,donut,,,!,😋"
30,New York,"Some fun data from @UberEats showing Americans' specific requests for their food orders during quarantine by state — and the fact that we all stress ate because ""requests for 'no bacon' and 'dressing on the side' both decreased."" via @AlisonFox",2020-07-14 17:11:47+00:00,,https://twitter.com/ChristineBurr/status/1283086806381137920,,"['Some', 'fun', 'data', 'from', '@', 'UberEats', 'showing', 'Americans', ""'"", 'specific', 'requests', 'for', 'their', 'food', 'orders', 'during', 'quarantine', 'by', 'state', '—', 'and', 'the', 'fact', 'that', 'we', 'all', 'stress', 'ate', 'because', '``', 'requests', 'for', ""'no"", 'bacon', ""'"", 'and', ""'dressing"", 'on', 'the', 'side', ""'"", 'both', 'decreased', '.', ""''"", 'via', '@', 'AlisonFox']","['Some', 'fun', 'data', 'from', '@', 'UberEats', 'show', 'Americans', ""'"", 'specific', 'request', 'for', 'their', 'food', 'order', 'during', 'quarantine', 'by', 'state', '—', 'and', 'the', 'fact', 'that', 'we', 'all', 'stress', 'ate', 'because', '``', 'request', 'for', ""'no"", 'bacon', ""'"", 'and', ""'dressing"", 'on', 'the', 'side', ""'"", 'both', 'decrease', '.', ""''"", 'via', '@', 'AlisonFox']","Some,fun,data,from,@,UberEats,show,Americans,',specific,request,for,their,food,order,during,quarantine,by,state,—,and,the,fact,that,we,all,stress,ate,because,``,request,for,'no,bacon,',and,'dressing,on,the,side,',both,decrease,.,'',via,@,AlisonFox","Some,fun,data,,@,UberEats,show,Americans,',specific,request,,,food,order,,quarantine,,state,—,,,fact,,,,stress,ate,,``,request,,',bacon,',,'dressing,,,side,',,decrease,.,'',via,@,AlisonFox"
31,New York,"Proud to be an Aries girl ♈ But this is not accurate for me. I prefer Boston creme, donuts with sprinkles, and Bavarian creme filled donuts.",2020-07-14 16:31:30+00:00,,https://twitter.com/AntigoneNYC/status/1283076668039585798,,"['Proud', 'to', 'be', 'an', 'Aries', 'girl', '♈', 'But', 'this', 'is', 'not', 'accurate', 'for', 'me', '.', 'I', 'prefer', 'Boston', 'creme', ',', 'donuts', 'with', 'sprinkles', ',', 'and', 'Bavarian', 'creme', 'filled', 'donuts', '.']","['Proud', 'to', 'be', 'an', 'Aries', 'girl', '♈', 'But', 'this', 'be', 'not', 'accurate', 'for', 'me', '.', 'I', 'prefer', 'Boston', 'creme', ',', 'donuts', 'with', 'sprinkle', ',', 'and', 'Bavarian', 'creme', 'fill', 'donut', '.']","Proud,to,be,an,Aries,girl,♈,But,this,be,not,accurate,for,me,.,I,prefer,Boston,creme,,,donuts,with,sprinkle,,,and,Bavarian,creme,fill,donut,.","Proud,,,,Aries,girl,♈,But,,,,accurate,,,.,I,prefer,Boston,creme,,,donuts,,sprinkle,,,,Bavarian,creme,fill,donut,."
32,New York,Happy National Mac and Cheese Day. Perfect day to try our Cacio e Pepe version of this classic #piccolavenezia #astoriaitalian #astoriaqueens #jeaniuseatsqueens #yelpqueens #grubhub #caviarny #ubereats #macncheese @… https://www.instagram.com/p/CCoQHBVjD3Q/?igshid=vzji56vd57v5,2020-07-14 16:18:41+00:00,#piccolavenezia #astoriaitalian #astoriaqueens #jeaniuseatsqueens #yelpqueens #grubhub #caviarny #ubereats #macncheese,https://twitter.com/Piccola_Venezia/status/1283073442296631296,,"['Happy', 'National', 'Mac', 'and', 'Cheese', 'Day', '.', 'Perfect', 'day', 'to', 'try', 'our', 'Cacio', 'e', 'Pepe', 'version', 'of', 'this', 'classic', '#', 'piccolavenezia', '#', 'astoriaitalian', '#', 'astoriaqueens', '#', 'jeaniuseatsqueens', '#', 'yelpqueens', '#', 'grubhub', '#', 'caviarny', '#', 'ubereats', '#', 'macncheese', '@', '…', 'https', ':', '//www.instagram.com/p/CCoQHBVjD3Q/', '?', 'igshid=vzji56vd57v5']","['Happy', 'National', 'Mac', 'and', 'Cheese', 'Day', '.', 'Perfect', 'day', 'to', 'try', 'our', 'Cacio', 'e', 'Pepe', 'version', 'of', 'this', 'classic', '#', 'piccolavenezia', '#', 'astoriaitalian', '#', 'astoriaqueens', '#', 'jeaniuseatsqueens', '#', 'yelpqueens', '#', 'grubhub', '#', 'caviarny', '#', 'ubereats', '#', 'macncheese', '@', '…', 'http', ':', '//www.instagram.com/p/CCoQHBVjD3Q/', '?', 'igshid=vzji56vd57v5']","Happy,National,Mac,and,Cheese,Day,.,Perfect,day,to,try,our,Cacio,e,Pepe,version,of,this,classic,#,piccolavenezia,#,astoriaitalian,#,astoriaqueens,#,jeaniuseatsqueens,#,yelpqueens,#,grubhub,#,caviarny,#,ubereats,#,macncheese,@,…,http,:,//www.instagram.com/p/CCoQHBVjD3Q/,?,igshid=vzji56vd57v5","Happy,National,Mac,,Cheese,Day,.,Perfect,day,,try,,Cacio,e,Pepe,version,,,classic,#,piccolavenezia,#,astoriaitalian,#,astoriaqueens,#,jeaniuseatsqueens,#,yelpqueens,#,grubhub,#,caviarny,#,ubereats,#,macncheese,@,…,http,:,//www.instagram.com/p/CCoQHBVjD3Q/,?,igshid=vzji56vd57v5"
33,New York,Pedi um uber eats Nossa que tesão de motoboy,2020-07-14 16:01:36+00:00,,https://twitter.com/iamscre/status/1283069143487569922,,"['Pedi', 'um', 'uber', 'eats', 'Nossa', 'que', 'tesão', 'de', 'motoboy']","['Pedi', 'um', 'uber', 'eats', 'Nossa', 'que', 'tesão', 'de', 'motoboy']","Pedi,um,uber,eats,Nossa,que,tesão,de,motoboy","Pedi,um,uber,eats,Nossa,que,tesão,de,motoboy"
34,New York,"So there’s this trend i noticed where people try to nit-pick my services and find non existent issues in an effort to get refunds or extra services ... this is not uber eats or your bank . I do my job well , you not getting no refunds out of me 👍🏿",2020-07-14 15:10:43+00:00,,https://twitter.com/shotbydfams/status/1283056337983885316,,"['So', 'there', '’', 's', 'this', 'trend', 'i', 'noticed', 'where', 'people', 'try', 'to', 'nit-pick', 'my', 'services', 'and', 'find', 'non', 'existent', 'issues', 'in', 'an', 'effort', 'to', 'get', 'refunds', 'or', 'extra', 'services', '...', 'this', 'is', 'not', 'uber', 'eats', 'or', 'your', 'bank', '.', 'I', 'do', 'my', 'job', 'well', ',', 'you', 'not', 'getting', 'no', 'refunds', 'out', 'of', 'me', '👍🏿']","['So', 'there', '’', 's', 'this', 'trend', 'i', 'notice', 'where', 'people', 'try', 'to', 'nit-pick', 'my', 'service', 'and', 'find', 'non', 'existent', 'issue', 'in', 'an', 'effort', 'to', 'get', 'refund', 'or', 'extra', 'service', '...', 'this', 'be', 'not', 'uber', 'eats', 'or', 'your', 'bank', '.', 'I', 'do', 'my', 'job', 'well', ',', 'you', 'not', 'get', 'no', 'refund', 'out', 'of', 'me', '👍🏿']","So,there,’,s,this,trend,i,notice,where,people,try,to,nit-pick,my,service,and,find,non,existent,issue,in,an,effort,to,get,refund,or,extra,service,...,this,be,not,uber,eats,or,your,bank,.,I,do,my,job,well,,,you,not,get,no,refund,out,of,me,👍🏿","So,,’,,,trend,,notice,,people,try,,nit-pick,,service,,find,non,existent,issue,,,effort,,get,refund,,extra,service,...,,,,uber,eats,,,bank,.,I,,,job,well,,,,,get,,refund,,,,👍🏿"
35,New York,"Dear uber eats, 10% off is not a fucking deal.",2020-07-14 15:08:42+00:00,,https://twitter.com/youngpendeja/status/1283055831584591872,,"['Dear', 'uber', 'eats', ',', '10', '%', 'off', 'is', 'not', 'a', 'fucking', 'deal', '.']","['Dear', 'uber', 'eats', ',', '10', '%', 'off', 'be', 'not', 'a', 'fucking', 'deal', '.']","Dear,uber,eats,,,10,%,off,be,not,a,fucking,deal,.","Dear,uber,eats,,,10,%,,,,,fucking,deal,."
36,New York,Son the fact that you can order bud like Uber eats in dc got me hype.,2020-07-14 14:53:25+00:00,,https://twitter.com/FatRozay/status/1283051981771345921,,"['Son', 'the', 'fact', 'that', 'you', 'can', 'order', 'bud', 'like', 'Uber', 'eats', 'in', 'dc', 'got', 'me', 'hype', '.']","['Son', 'the', 'fact', 'that', 'you', 'can', 'order', 'bud', 'like', 'Uber', 'eats', 'in', 'dc', 'get', 'me', 'hype', '.']","Son,the,fact,that,you,can,order,bud,like,Uber,eats,in,dc,get,me,hype,.","Son,,fact,,,,order,bud,like,Uber,eats,,dc,get,,hype,."
37,New York,"Disos is available on seamless, Grubhub, and Uber eats for delivery in Manhattan! ",2020-07-14 14:23:13+00:00,,https://twitter.com/DiSOSNYC/status/1283044383412170756,,"['Disos', 'is', 'available', 'on', 'seamless', ',', 'Grubhub', ',', 'and', 'Uber', 'eats', 'for', 'delivery', 'in', 'Manhattan', '!']","['Disos', 'be', 'available', 'on', 'seamless', ',', 'Grubhub', ',', 'and', 'Uber', 'eats', 'for', 'delivery', 'in', 'Manhattan', '!']","Disos,be,available,on,seamless,,,Grubhub,,,and,Uber,eats,for,delivery,in,Manhattan,!","Disos,,available,,seamless,,,Grubhub,,,,Uber,eats,,delivery,,Manhattan,!"
38,New York,Uber eats ,2020-07-14 14:17:31+00:00,,https://twitter.com/Credz14/status/1283042950251974656,,"['Uber', 'eats']","['Uber', 'eats']","Uber,eats","Uber,eats"
39,New York,All I want is to order breakfast from this one spot and Uber eats keeps saying there’s no couriers nearby 🥴,2020-07-14 14:08:18+00:00,,https://twitter.com/_sashafaith/status/1283040627727511553,,"['All', 'I', 'want', 'is', 'to', 'order', 'breakfast', 'from', 'this', 'one', 'spot', 'and', 'Uber', 'eats', 'keeps', 'saying', 'there', '’', 's', 'no', 'couriers', 'nearby', '🥴']","['All', 'I', 'want', 'be', 'to', 'order', 'breakfast', 'from', 'this', 'one', 'spot', 'and', 'Uber', 'eats', 'keep', 'say', 'there', '’', 's', 'no', 'courier', 'nearby', '🥴']","All,I,want,be,to,order,breakfast,from,this,one,spot,and,Uber,eats,keep,say,there,’,s,no,courier,nearby,🥴","All,I,want,,,order,breakfast,,,one,spot,,Uber,eats,keep,say,,’,,,courier,nearby,🥴"
40,New York,Had a blast talking to @EntreCourier about the business side of #UberEats and his adventures on the road in the #Denver area!,2020-07-14 14:00:10+00:00,#UberEats #Denver,https://twitter.com/MikeDeliversPod/status/1283038584329691137,,"['Had', 'a', 'blast', 'talking', 'to', '@', 'EntreCourier', 'about', 'the', 'business', 'side', 'of', '#', 'UberEats', 'and', 'his', 'adventures', 'on', 'the', 'road', 'in', 'the', '#', 'Denver', 'area', '!']","['Had', 'a', 'blast', 'talk', 'to', '@', 'EntreCourier', 'about', 'the', 'business', 'side', 'of', '#', 'UberEats', 'and', 'his', 'adventure', 'on', 'the', 'road', 'in', 'the', '#', 'Denver', 'area', '!']","Had,a,blast,talk,to,@,EntreCourier,about,the,business,side,of,#,UberEats,and,his,adventure,on,the,road,in,the,#,Denver,area,!","Had,,blast,talk,,@,EntreCourier,,,business,side,,#,UberEats,,,adventure,,,road,,,#,Denver,area,!"
41,New York,"CHEESY GOODNESS 🔥Open TODAY on Sussex and Hudson from 11:30-3PM! PICK-UP ☎️(551)206-2060 and DELIVERY via Grubhub, UberEats and Seamless #cheesy #cheesesteak #deliciousness #sandwiches #lunchtime #paulushook… https://www.instagram.com/p/CCn_sadDfm_/?igshid=1q6gro5myw5qj",2020-07-14 13:55:15+00:00,#cheesy #cheesesteak #deliciousness #sandwiches #lunchtime #paulushook,https://twitter.com/noforksgivennj/status/1283037347496562689,,"['CHEESY', 'GOODNESS', '🔥Open', 'TODAY', 'on', 'Sussex', 'and', 'Hudson', 'from', '11:30-3PM', '!', 'PICK-UP', '☎️', '(', '551', ')', '206-2060', 'and', 'DELIVERY', 'via', 'Grubhub', ',', 'UberEats', 'and', 'Seamless', '#', 'cheesy', '#', 'cheesesteak', '#', 'deliciousness', '#', 'sandwiches', '#', 'lunchtime', '#', 'paulushook…', 'https', ':', '//www.instagram.com/p/CCn_sadDfm_/', '?', 'igshid=1q6gro5myw5qj']","['CHEESY', 'GOODNESS', '🔥Open', 'TODAY', 'on', 'Sussex', 'and', 'Hudson', 'from', '11:30-3PM', '!', 'PICK-UP', '☎️', '(', '551', ')', '206-2060', 'and', 'DELIVERY', 'via', 'Grubhub', ',', 'UberEats', 'and', 'Seamless', '#', 'cheesy', '#', 'cheesesteak', '#', 'deliciousness', '#', 'sandwich', '#', 'lunchtime', '#', 'paulushook…', 'http', ':', '//www.instagram.com/p/CCn_sadDfm_/', '?', 'igshid=1q6gro5myw5qj']","CHEESY,GOODNESS,🔥Open,TODAY,on,Sussex,and,Hudson,from,11:30-3PM,!,PICK-UP,☎️,(,551,),206-2060,and,DELIVERY,via,Grubhub,,,UberEats,and,Seamless,#,cheesy,#,cheesesteak,#,deliciousness,#,sandwich,#,lunchtime,#,paulushook…,http,:,//www.instagram.com/p/CCn_sadDfm_/,?,igshid=1q6gro5myw5qj","CHEESY,GOODNESS,🔥Open,TODAY,,Sussex,,Hudson,,11:30-3PM,!,PICK-UP,☎️,(,551,),206-2060,,DELIVERY,via,Grubhub,,,UberEats,,Seamless,#,cheesy,#,cheesesteak,#,deliciousness,#,sandwich,#,lunchtime,#,paulushook…,http,:,//www.instagram.com/p/CCn_sadDfm_/,?,igshid=1q6gro5myw5qj"
42,New York,Craving Dunkin Donut and Uber Eats I’m the way 🧡🧡,2020-07-14 13:41:42+00:00,,https://twitter.com/DeopatraStokes/status/1283033936403345409,,"['Craving', 'Dunkin', 'Donut', 'and', 'Uber', 'Eats', 'I', '’', 'm', 'the', 'way', '🧡🧡']","['Craving', 'Dunkin', 'Donut', 'and', 'Uber', 'Eats', 'I', '’', 'm', 'the', 'way', '🧡🧡']","Craving,Dunkin,Donut,and,Uber,Eats,I,’,m,the,way,🧡🧡","Craving,Dunkin,Donut,,Uber,Eats,I,’,,,way,🧡🧡"
43,New York,.@Uber will introduce grocery delivery in the U.S. this month through its main app and @UberEats ,2020-07-14 13:40:41+00:00,,https://twitter.com/Brixmor/status/1283033678227152904,,"['.', '@', 'Uber', 'will', 'introduce', 'grocery', 'delivery', 'in', 'the', 'U.S.', 'this', 'month', 'through', 'its', 'main', 'app', 'and', '@', 'UberEats']","['.', '@', 'Uber', 'will', 'introduce', 'grocery', 'delivery', 'in', 'the', 'U.S.', 'this', 'month', 'through', 'its', 'main', 'app', 'and', '@', 'UberEats']",".,@,Uber,will,introduce,grocery,delivery,in,the,U.S.,this,month,through,its,main,app,and,@,UberEats",".,@,Uber,,introduce,grocery,delivery,,,U.S.,,month,,,main,app,,@,UberEats"
44,New York,🤣🤣🤣,2020-07-14 13:22:47+00:00,,https://twitter.com/realblackcaviar/status/1283029176845570051,,['🤣🤣🤣'],['🤣🤣🤣'],🤣🤣🤣,🤣🤣🤣
45,New York,My favorite find from the 2020 @UberEats Cravings Report is a reminder that not all heroes wear capes. 🦸🏽💚 #EatLocal https://www.uber.com/newsroom/2020-uber-eats-cravings-report/,2020-07-14 13:17:05+00:00,#EatLocal,https://twitter.com/Meg_Casserly/status/1283027740858503168,,"['My', 'favorite', 'find', 'from', 'the', '2020', '@', 'UberEats', 'Cravings', 'Report', 'is', 'a', 'reminder', 'that', 'not', 'all', 'heroes', 'wear', 'capes', '.', '🦸🏽💚', '#', 'EatLocal', 'https', ':', '//www.uber.com/newsroom/2020-uber-eats-cravings-report/']","['My', 'favorite', 'find', 'from', 'the', '2020', '@', 'UberEats', 'Cravings', 'Report', 'be', 'a', 'reminder', 'that', 'not', 'all', 'hero', 'wear', 'cape', '.', '🦸🏽💚', '#', 'EatLocal', 'http', ':', '//www.uber.com/newsroom/2020-uber-eats-cravings-report/']","My,favorite,find,from,the,2020,@,UberEats,Cravings,Report,be,a,reminder,that,not,all,hero,wear,cape,.,🦸🏽💚,#,EatLocal,http,:,//www.uber.com/newsroom/2020-uber-eats-cravings-report/","My,favorite,find,,,2020,@,UberEats,Cravings,Report,,,reminder,,,,hero,wear,cape,.,🦸🏽💚,#,EatLocal,http,:,//www.uber.com/newsroom/2020-uber-eats-cravings-report/"
