tweet_count,city,body,date,hashtags,link,geo
136,New York,with UberEats ,2020-07-13 00:31:00+00:00,,https://twitter.com/micetienne_/status/1282472561239105537,
137,New York,"@UberEats what kind of ppl do you employ?! The incompetence! I never got my food yet I was charged because that idiot left half the order at the restaurant and WONT return the order so I can go and pick it up! When I called her, she told me to “fuck myself” and hung up!",2020-07-13 00:10:55+00:00,,https://twitter.com/annmarie22976/status/1282467506658082816,
138,New York,"Bitch....I really do have a tumultuous relationship with @UberEats . My deliveries are late, the app can’t find any delivery people ( I live in NYC, how is that possible?), the people get lost, and I end up getting cold food. I’m deleting this app today. I’m going to @Grubhub",2020-07-13 00:06:32+00:00,,https://twitter.com/Juliannyc901/status/1282466406240583683,
139,New York,Sushi Dinner and Edamame. #sushi #ubereats #queenseats #myfab5 #sashimi @Kyoto Japanese &amp; Thai Cuisine https://www.instagram.com/p/CCj8DyJHRFN/?igshid=7e2xtitcwwdb,2020-07-13 00:06:30+00:00,#sushi #ubereats #queenseats #myfab5 #sashimi,https://twitter.com/KennyCamposNYC/status/1282466396576899072,
140,New York,Uber eats is like an episode of soma no shougeki,2020-07-13 00:05:05+00:00,,https://twitter.com/EstlieCG/status/1282466037456408578,
141,New York,UberEats tracking: he’s 1.47 miles away but dropping off another order so it’ll be exactly 12 minutes Seamless tracking: ¯\_(ツ)_/¯,2020-07-13 00:00:41+00:00,,https://twitter.com/thedylanhafer/status/1282464933519724545,
142,New York,We as a society should sue Uber Eats for charging too many fees,2020-07-12 23:50:18+00:00,,https://twitter.com/BadDarix/status/1282462320720060416,
143,New York,@UberEats where do you get the balls charging an $11.25 service fee? Where's the cancel mob when it counts? ,2020-07-12 23:49:25+00:00,,https://twitter.com/StevenStrangles/status/1282462097788502017,
144,New York,i should become an uber eats delivery person but only do it in drag,2020-07-12 23:41:54+00:00,,https://twitter.com/versacesis/status/1282460205440278528,
145,New York,Only my Uber eats driver would be on bike 🙄,2020-07-12 23:39:20+00:00,,https://twitter.com/sonia4636/status/1282459559886544896,
146,New York,Burgers going good at the Chipper 😋😊. Delivering till 1am tonight. Call 914-226-8844 or order on line Ubereats DoorDash and Postmates 😊 @The Chipper Truck Cafe - Yonkers https://www.instagram.com/p/CCj4udsJg1u/?igshid=12h64cfpddw6z,2020-07-12 23:37:24+00:00,,https://twitter.com/chipper_c/status/1282459072898293760,
147,New York,In the future: Uber eats 🙂,2020-07-12 23:25:50+00:00,,https://twitter.com/shanevthompson7/status/1282456163238330368,
148,New York,1 out of every 2 orders from Uber eats ends up with me calling to cancel because someone messed something up.,2020-07-12 23:15:01+00:00,,https://twitter.com/hotstuff_bea/status/1282453437922390016,
149,New York,"@Uber_Support @UberEats you guys need to get it together, my food has been preparing for over 2 hours literally, and you have no number. And due to no drivers I can’t cancel my order like wtf.??????",2020-07-12 22:35:38+00:00,,https://twitter.com/DZTHREEPOINT0/status/1282443527562113026,
150,New York,@UberEats I’ve been waiting over 2 hours for my food and would like to get a full refund please assist me,2020-07-12 22:24:08+00:00,,https://twitter.com/DZTHREEPOINT0/status/1282440634993958913,
151,New York,"Share my thoughts about my order, @UberEats ? Here goes. I ate it. I ate it all. This piggy boi spent $30 on $8.50 worth of McDonald’s and I ate every goddamn bite of it. Oink oink, I hate myself more than I already did. Thank you @UberEats, thumbs ups, increase my tip.",2020-07-12 22:16:16+00:00,,https://twitter.com/NotZackChapman/status/1282438654712057856,
152,New York,@Uber_Support HELP!!!! I NEED HELP WITH MY UBEREATS ORDRR NOW!!!!!,2020-07-12 22:12:57+00:00,,https://twitter.com/KayReynolds617/status/1282437819735126021,
153,New York,ubereats gonna be the reason I’ll come out of this pandemic broke af ,2020-07-12 21:59:40+00:00,,https://twitter.com/__sweetea/status/1282434477374025730,
154,New York,日本のUber Eatsの宅配員が頭に描いた東京の地図で月100万稼ぐ一方で、ニューヨークでは気温30度超の中、路上に放置される生鮮食品。 みんな違ってみんな良い的な沿岸部エリートの特権的リベラルアーツな何かを感じると共に、スーパーの買い物だけは自分でしようと志を新たにした日曜の昼下がり。,2020-07-12 21:55:57+00:00,,https://twitter.com/tamuramble/status/1282433543294144512,
155,New York,"@Uber_Support Hi there, I have two charges to my Uber Eats account that are not mine. I'm living in the US and these two charges happened in the past week in Australia. Can you please help. Will change my login but I need refunds, they weren't cheap orders",2020-07-12 21:44:10+00:00,,https://twitter.com/annabel_ross/status/1282430577682022400,
156,New York,"we suck so much.. NZ & Australia make EVERYONE stay in a mandatory 14 day quarantine in a hotel room (they pay for), but you get no key - just uber eats. ",2020-07-12 21:36:17+00:00,,https://twitter.com/nyactor/status/1282428593092558848,
157,New York,"Looking for Sunday night dinner inspo? Try croquetas de pollo from our #MercadoatHome menu. Available for takeout on @Caviar, @UberEats, @DoorDash and @ToastTab. https://www.littlespain.com/order-online/",2020-07-12 21:30:29+00:00,#MercadoatHome,https://twitter.com/little_spain/status/1282427133692911617,
158,New York,"@AmericanExpress @chase is crushing it with the CSR. Why don’t you offer @Uber eats pass with your platinum card membership like the CSR does with @DoorDash dash pass?!? Same annual fee, way more value with CSR. No one is flying now or impressed if the card is more fancy looking!",2020-07-12 21:29:34+00:00,,https://twitter.com/iaminternetcool/status/1282426903106932739,
159,New York,Lol. These apps are making the tipping industry worse. Uber eats will charge $5 before you even tip with a service and delivery fee,2020-07-12 21:29:00+00:00,,https://twitter.com/dantwany/status/1282426760794079234,
160,New York,Imma fr have to do Uber eats,2020-07-12 20:53:20+00:00,,https://twitter.com/TAEVCHOI/status/1282417782064394242,
161,New York,Bro the Uber eats driver was in my spot so i honked at home to get out the driveway and the mf had the nerve to get mad at us because he was in MY spot,2020-07-12 20:43:48+00:00,,https://twitter.com/Wavesx__/status/1282415385476825088,
162,New York,"I love how Uber eats says ""no couriers available"" for a place a 3 miles from me but will let me order from another restaurant 4.4 miles away. MAKE IT MAKE SENSE.",2020-07-12 20:35:02+00:00,,https://twitter.com/KilluaMaraj/status/1282413179998543876,
163,New York,cómo envidio el uber eats argentino no tienen idea,2020-07-12 20:28:28+00:00,,https://twitter.com/vaninanewyork/status/1282411526935269381,
164,New York,Hi! Get 25% off your first 2 orders at Uber Eats and I’ll get something too. Use eats-verlg at checkout. 🎁🌮🍕🍜 http://ubr.to/EatsGiveGet,2020-07-12 20:04:32+00:00,,https://twitter.com/jess4ureyes/status/1282405504137011200,
165,New York,I Uber eats from a restaurant literally around the corner from my apartment.,2020-07-12 19:56:08+00:00,,https://twitter.com/Drunkn_Buddha/status/1282403390547427329,
166,New York,Uber eats better bro,2020-07-12 19:37:56+00:00,,https://twitter.com/Magurkk/status/1282398809436422144,
167,New York,Hi! Get $7 off your first order at Uber Eats and I’ll get something too. Use eats-alexisg6679ue at checkout. 🎁🌮🍕🍜 http://ubr.to/EatsGiveGet,2020-07-12 19:28:33+00:00,,https://twitter.com/kvtfish_/status/1282396449423138816,
168,New York,"@UberEats if you can't help ppl with their orders when they go wrong, why are you still taking them ? Been trying to contact you and the restaurant for 30 fucking minutes.",2020-07-12 18:53:26+00:00,,https://twitter.com/AyJayNY/status/1282387609621323777,
169,New York,#SundayFunday WE ARE OPEN! 12PM UNTIL! 🏖SIDEWALK &amp; CURBSIDE DINING! 🏖CHECK OUT OUR NEW SANDBOX! 🍽FOOD &amp; DRINKS TO GO! . ✅FIND US ON #UBEREATS &amp; #GRUBHUB OR CALL TO ORDER YOUR #TAKEOUT:… https://www.instagram.com/p/CCjU49wH1Xc/?igshid=1654ubug5j67u,2020-07-12 18:28:12+00:00,#SundayFunday #UBEREATS #GRUBHUB #TAKEOUT,https://twitter.com/FlamingoMantra/status/1282381258689884160,
170,New York,i should start doing this before i order uber eats lmao ,2020-07-12 18:26:58+00:00,,https://twitter.com/LustforLo/status/1282380951566286849,
171,New York,I ordered food on Uber eats 3 hours ago. Did not receive my food. Customer service didn’t do anything at all for me. Uber eats absolutely sucks. Extremely disappointed.,2020-07-12 18:22:28+00:00,,https://twitter.com/kaylerprojects/status/1282379815643942912,
172,New York,Ligue 1 Uber eats guys,2020-07-12 17:52:44+00:00,,https://twitter.com/HakimiSZN_/status/1282372332972056577,
173,New York,When you pay for priority on uber and it’s taking more time then expected 😒 @UberEats ,2020-07-12 17:50:52+00:00,,https://twitter.com/Tootieeex33/status/1282371865382617088,
174,New York,"I have more than a week I dont order food from UberEats, that self control hitting.",2020-07-12 16:16:20+00:00,,https://twitter.com/GeordanysM/status/1282348073700724736,
175,New York,Ordering food delivery in a pandemic. Me: Bacon Scramble & Breakfast Bowl @UberEats: Frequently bought together - masks and toilet paper 🙈 ,2020-07-12 15:41:24+00:00,,https://twitter.com/louisyiwenluo/status/1282339285178482691,
176,New York,Best Alert I Get On My Phone Is When Uber Eats Outside,2020-07-12 15:36:31+00:00,,https://twitter.com/IAMDJFRANKWHITE/status/1282338053651075072,
177,New York,your mom: makes french toasts for breakfast my mom: could not be bothered so she just uber eats french toasts for breakfast,2020-07-12 15:24:28+00:00,,https://twitter.com/fantasfico/status/1282335021798432769,
178,New York,No I will NOT check out Cuban Pete’s. Gtfo off my shit Ubereats ,2020-07-12 14:51:08+00:00,,https://twitter.com/AmandaHuntK/status/1282326633362284549,
179,New York,まあこんなことを言うと身も蓋もないですが、Uber Eatsの月収100万ドライバーの件、彼みたいな卓越した職人の技を正当評価に近づけたのが、ドライバーをAI発達までのつなぎとしか見ない冷徹資本主義外資ベンチャーだったと言うところが、日本の労働市場の問題を浮き彫りにしてるよね。,2020-07-12 14:45:49+00:00,,https://twitter.com/tamuramble/status/1282325295048073217,
180,New York,uber eats a pie to my crib,2020-07-12 14:36:51+00:00,,https://twitter.com/pj3rd/status/1282323040542625792,
181,New York,"driver gets 0 of the ""service fee""",2020-07-12 14:20:06+00:00,,https://twitter.com/LiftedBidOn/status/1282318824583368707,
182,New York,"trying, learning how to cook (well) is harder than it looks",2020-07-12 14:19:22+00:00,,https://twitter.com/LiftedBidOn/status/1282318637110562816,
183,New York,Uber rolls into online grocery delivery arena http://ow.ly/bt0M50ArYyp via @SN_news @Uber @UberEats #cornershop #grocerydelivery #onlinegrocery #supermarketnews,2020-07-12 13:30:43+00:00,#cornershop #grocerydelivery #onlinegrocery #supermarketnews,https://twitter.com/SN_news/status/1282306396613160962,
184,New York,#IWasSoDrunkOnce I ordered $70 worth of food on Uber Eats from a seafood restaurant that's 2 blocks away from my house...,2020-07-12 10:08:16+00:00,#IWasSoDrunkOnce,https://twitter.com/KaiusPavnu/status/1282255447362359300,
185,New York,Bruh i went to the door to get my ubereats and while i grabbed my food from them my whole titty popped out my shirt ......,2020-07-12 05:59:25+00:00,,https://twitter.com/Kirampossible/status/1282192821080993800,
186,New York,my taco bell should be open later for uber eats because I want it but I don’t wanna drive,2020-07-12 05:12:59+00:00,,https://twitter.com/dorigernantxo_/status/1282181135854907392,
187,New York,"When the incentive for 'disruptors' is just to show top line growth, the only thing they manage to destroy is everyone's bottom line!",2020-07-12 05:06:29+00:00,,https://twitter.com/nikodemuskell/status/1282179502647410689,
188,New York,Thinking that a piece of land should be shared is racist? Ok,2020-07-12 04:46:38+00:00,,https://twitter.com/onedrunkmann/status/1282174505792802817,
189,New York,Bro I wish...can you use your influence to make the closest Krispy Kreme deliver to my house on UberEats? I just wanna try it already,2020-07-12 04:43:18+00:00,,https://twitter.com/Cpman_/status/1282173667779252226,
190,New York,@UberEats In INDIANA IS ASF STRAIGHT ASS!! I finally got a decent driver thank god but I’ve Been trying to eat for 2 hours,2020-07-12 04:38:54+00:00,,https://twitter.com/HollywoodAndyNY/status/1282172558012567552,
191,New York,ya entrando a Uber Eats listísima para evadir contacto visual con cualquier sugerencia de boneless ,2020-07-12 03:48:20+00:00,,https://twitter.com/phakenewyorker/status/1282159832431308801,
192,New York,fk ubereats!!! ugh,2020-07-12 03:43:14+00:00,,https://twitter.com/lalla_yuyu/status/1282158550345809920,
193,New York,Did I spend $30 on @tacobell @UberEats yes.... would I do it again... hell yeah,2020-07-12 03:36:25+00:00,,https://twitter.com/DanaNajmowski/status/1282156836897140737,
194,New York,@UberEats all wrong please issue a full refund . ,2020-07-12 03:11:45+00:00,,https://twitter.com/DLash347/status/1282150626240143362,
